Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Bangalore,Inblr4,7745033,2025-01-11,29419090,Phr1088-1G Azithromycin (For Lab Purpose) Phr1088-1G Azithromycin (For Lab Purpose),USP,4,Nos,6926.1,6778.63,Inr,27704.42,,7683.8,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich Co Llc,"6000 N Teutonia Ave Milwaukee Wimil Waukee - 53209-3645,United States Sdnf United States",29,"Chicago, Il",China
Bangalore,Inblr4,7564822,2025-01-01,29419090,75199-25Mg-F Azithromycin 75199-25Mg-F Azithromycin,USP,2,Nos,11488.82,136.28,Usd,22977.63,,6372.8,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,Industriestrasse-25-Ch 9471 Buchs Sdnf Sdnf Switzerland,29,Frankfurt/Main Int'L,China
Bombay,Inbom4,4771355,2025-09-27,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,1850,Kg,14127.15,159,Usd,21139868,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)",,Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China",29,Shanghai,China
Jnpt,Innsa1,9390257,2025-04-09,29415000,Azithromycin Ip (68 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (68 Drums) (Used For Pharmaceutical Product),IP,1866,Kg,11994.1,138.5,Usd,20389970,,5655158.5,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,9246219,2025-04-02,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1875,Kg,10786.3,123.5,Usd,35055488,,7093478,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village Z Hongxinhe Town Qiezihe District Q China,29,Shanghai,China
Jnpt,Innsa1,8109303,2025-01-31,29419090,Azithromycin Amine Azithromycin Amine,USP,1886.8,Kg,11007.68,130.58,Usd,33023040,,9158940,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29,,Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village, Zhongxinhe Town, Qiezihe District,",29,Shanghai,China
Jnpt,Innsa1,8048836,2025-01-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1900,Kg,10764.06,123.5,Usd,14067977,,2741145.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q",29,Shanghai,China
Jnpt,Innsa1,8048836,2025-01-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1900,Kg,10764.06,123.5,Usd,63129692,,17509020,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q",29,Shanghai,China
Jnpt,Innsa1,8048836,2025-01-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1954.6,Kg,10764.06,123.5,Usd,8914792,,0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q",29,Shanghai,China
Jnpt,Innsa1,9887783,2025-05-05,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10569.72,123.5,Usd,52848576,,14657553,0303015195,Pragati Raw Pharma Pvt Ltd,401 Sai Chambers Near Santacruz Bus Depot Santacruz (East),"Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,9911762,2025-05-07,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10675.57,124.74,Usd,53377860,,10801010,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Huei Ho International Co Ltd,"Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,2048035,2025-05-14,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10675.57,124.74,Usd,53377860,,14804350,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Huei Ho International Co Ltd,"Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,7611321,2025-01-04,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10703.48,123.5,Usd,53517404,,14843052,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,7611343,2025-01-04,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10703.48,123.5,Usd,53517404,,14843052,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,7659317,2025-01-07,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10917.35,123.5,Usd,54586728,,15139629,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,4710399,2025-09-24,29419090,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,10933.78,123,Usd,12847195,,0,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C, Tarapur Boisar, Dist. Thane",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,China
Jnpt,Innsa1,4541386,2025-09-16,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10949.64,123,Usd,9964169,,0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,4541386,2025-09-16,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10949.64,123,Usd,14267376,,2779998.25,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,4541386,2025-09-16,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,10949.64,123,Usd,30516636,,8463789,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,9278497,2025-04-03,29419090,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,11030.11,126.3,Usd,13004498,,2631460,0388036591,Mehta Pharmaceutical Industries,314 Janki Centre Plot No 29 Shah Indl Est Off Veera Desai Rd,Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Madras Sea,Inmaa4,7865361,2025-01-18,29415000,Aza Amine (Azithromycin Amine) (100% Eou) Aza Amine (100% Eou),USP,2000,Kg,11042.86,123,Usd,33128594,,0,0588001651,Jubilant Pharmova Ltd,"Plot No.1-A Sec-16A,Institutional Area,",Noida (U.P) India,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road ,No.1,Nuanquan Economi C Zon E, Helan County, Yinchuan Cit Y, Ningxia Province, China , , Chin China",29,Chengdu,China
Jnpt,Innsa1,4731963,2025-09-25,29415000,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,11061.83,124.5,Usd,11061825,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses Road,Worli",,Cspc Ouyi Pharmaceutical Co Ltd,"No 88 Yangzi Road, Economic And Tec Hnological Development Zone Shijiaz Huang Hebei China",29,Shanghai,China
Delhi,Indel4,9795641,2025-04-30,29415000,Azithromycin Amine Batch No-13250409003 Azithromycin Amine,USP,2000,Kg,11188.8,129.5,Usd,5594400,,1551606.75,0597009554,Mahima Lifesciences Pvt Ltd,1705 4Th Floor Onkar Bhawan Bhagirath Palace,Delhi,Hangzhou Dawn Ray Pharmaceutical Co Ltd,Co.Ltd 1613 Guangyin Building No 42 E.Fengqi Road Hangzhou 310012 China China Sdnf,29,Beijing,China
Icd Varnama,Invrm6,0,2026-01-24,29415000,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,11217,123,Usd,134611200,,37334416,0889010374,Century Pharmaceuticals Ltd,"406,World Trade Centre,Sayajigunj, N/A",Vadodara Guj.,Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co.,Ltdjianghe Integration Green Intellige Nce Industrial Zone, Xinli Village, Qiezihe District Qitaihe City, Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-01-30,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),USP,2000,Kg,11294,121,Usd,23717478,,6578042.5,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,China
Bombay Air Cargo,Inbom4,0,2026-01-31,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),USP,2000,Kg,11294,121,Usd,31624032,,8770926,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,China
Bangalore,Inblr4,0,2026-01-29,29419090,Y0000307 Azithromycin Impurity A (For Further Sale) Y0000307 Azithromycin Impurity A (For Further Sale),USP,1,Nos,9864,9638.8,Usd,9864.08,,2735.8,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9471 Buchs Sdnf Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,France
Bombay Air Cargo,Inbom4,0,2026-01-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,2000,Kg,11319,121.5,Usd,60844864,,16875324,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Chongqing,China
Jnpt,Innsa1,7714965,2025-01-10,29415000,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,11668.8,133.64,Usd,11668800,,2273665.75,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,7715481,2025-01-10,29415000,Azithromycin Amine Azithromycin Amine,USP,2000,Kg,11668.8,133.64,Usd,17503200,,3410498.5,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong Hong Kong",29,Shanghai,China
Chennai,Inmaa4,0,2026-01-23,29419090,Azithromycin Dihydrate [1G X 2Ea] Azithromycin Dihydrate [1G X 2Ea],USP,2,Nos,779,8.45,Usd,1558.62,,432.3,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co.,Ltd8F T-Plus,16-12, Nihonbashi-Kodemma Cho,Chuo-Ku Tokyo 103-0001 Sdnf Japanjapan",29,Osaka - Kansai Int'L,China
Chennai,Inmaa4,0,2026-01-29,29419090,Azithromycin Dihydrate [1G X 5Ea] Azithromycin Dihydrate [1G X 5Ea],USP,5,Nos,779,8.45,Usd,3896.55,,1080.6,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co.,Ltd8F T-Plus,16-12, Nihonbashi-Kodemma Cho,Chuo-Ku Tokyo 103-0001 Sdnf Japanjapan",29,Osaka - Kansai Int'L,China
Jnpt,Innsa1,9178332,2025-03-29,29419090,Azithromycin Usp (Azithromycin Dihydrate Usp) Azithromycin Usp (Azithromycin Dihydrate Usp),USP,2000,Kg,11732.25,135.79,Usd,1385226.38,,0,5206012513,Globela Pharma Pvt Ltd,"357, G.I.D.C. Sachin,Road No.3,",Surat/Gujarat,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"1613 Guangyin Building, No.42 E.Fen Gqi Road, Hangzhou, 310012, China Sdnf China",29,Shanghai,China
Delhi,Indel4,9752580,2025-04-28,29413090,"01475A,Azithromycin Usp Api Fk Lot N0-2009529(For R&D)Tl-Sw/Od/11/2025/0000010419(Foc)309810,Azithromycin For Api Fk Lot N0-2009529(For R%D)Tl-Sw/",USP,5,Gms,25.92,0.3,Usd,129.6,,31.7,0503043877,Fresenius Kabi Oncology Ltd,B 310 Som Datt Chambers 1 Bhikaji Cama Place,New Delhi,Fresenius Kabi Llc,Three Corporate Drive Lake Zurich I L 60047 U.S.A. Sdnf United States,29,Chicago O'Hare Int'L,Croatia
Delhi,Indel4,9752580,2025-04-28,29413090,"01475A,Azithromycin Usp Api Fk Lot N0-2011533(For R&D)Tl-Sw/Od/11/2025/0000010419(Foc)309810,Azithromycin For Api Fk Lot N0-2011533(For R&D)Tl-Sw/",USP,5,Gms,25.92,0.3,Usd,129.6,,31.7,0503043877,Fresenius Kabi Oncology Ltd,B 310 Som Datt Chambers 1 Bhikaji Cama Place,New Delhi,Fresenius Kabi Llc,Three Corporate Drive Lake Zurich I L 60047 U.S.A. Sdnf United States,29,Chicago O'Hare Int'L,Croatia
Jnpt,Innsa1,9178332,2025-03-29,29419090,Azithromycin Usp (Azithromycin Dihydrate Usp) Azithromycinusp (Azithromycin Dihydrate Usp),USP,2000,Kg,11732.25,135.79,Usd,10347021,,0,5206012513,Globela Pharma Pvt Ltd,"357, G.I.D.C. Sachin,Road No.3,",Surat/Gujarat,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"1613 Guangyin Building, No.42 E.Fen Gqi Road, Hangzhou, 310012, China Sdnf China",29,Shanghai,China
Jnpt,Innsa1,7664621,2025-01-08,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,2000,Kg,11777.6,136,Usd,23555200,,6533034.5,0388172169,K Sevantilal And Co,"Dwarkadas Building,2Nd Floor 74/83 Mangaldas Road",Mumbai Maharashtra,Hebei Guolong Pharmaceuticals Co Ltd,"No.9 Xingye Street, Shizjiazhuang E Conimic And Technological Developme Nt Zone, Hebei Province Hebei, , Ch China",29,Xingang (China),China
Bangalore,Inblr4,34,2025-10-28,29349910,"1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)(25 Mg)-(Pharmaceutical Analytical Impurity)1A00070_3'-(N,N-Didemethyl)Azithromycin (Aminoazithromycin)",USP,1,Nos,79793.15,889.2,Usd,889.2,,22130.6,0712029630,Chromachemie Laboratory Pvt Ltd,"Nagesh Building, Room No. 1 &Amp; 2, 1St Floor, No.163, 1St Main Road","Sheshadripuram, Bangalore",United States Pharmacopeial Convention,"United States Pharmacopeial Convention..12601, Twinbrook Parkway Rockville, Md 20852-1790, Usa New York, , Uni Ted States United Statesunited States",29,New York,United States
Jnpt,Innsa1,7969289,2025-01-24,29415000,Azithromycin Amine. Azithromycin Amine.,USP,2000,Kg,11832,130,Usd,11832000,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong",29,Shanghai,China
Jnpt,Innsa1,7971104,2025-01-24,29415000,Azithromycin Amine. Azithromycin Amine.,USP,2000,Kg,11832,130,Usd,11832000,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong",29,Shanghai,China
Jnpt,Innsa1,7965831,2025-01-24,29415000,Azithromycin Amine. Azithromycin Amine.,USP,2000,Kg,11832,130,Usd,17748000,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong .,",29,Shanghai,China
Jnpt,Innsa1,7967800,2025-01-24,29415000,Azithromycin Amine. Azithromycin Amine.,USP,2000,Kg,11832,130,Usd,17748000,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology,"Co., Limited. Room 804, 8Th Floor, Far East Consortium Building 121 D Es Voeux Road Central, Hong Kong",29,Shanghai,China
Hyderabad,Inhyd4,7876109,2025-01-19,29419090,Azithromycin Dihydrate [1G X 4Ea] A2076-1G Azithromycin Dihydrate [1G X 4Ea] A2076-1G,USP,4,Nos,968,10.99,Usd,3871.99,,1073.9,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome,,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"8F T-Plus, 16-12 Nihonbashi-Kodemma Cho, Chuo-Ku Tokyo 103-0001, Japan Sdnf Japan",29,Tokyo - Narita,Japan
Jnpt,Innsa1,7841266,2025-01-17,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,2000,Kg,11845.6,136,Usd,11845600,,3285377.25,0393032868,Kalgov Labs Ltd,"206 Sharaf Mansion,32 Princess Street,","Mumbai, Maharashtra.",Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Ec Onomic And Technological Developmen T Zone, Hebei Province, China China",29,Xingang (China),China
Bangalore,Inblr4,3302800,2025-07-16,29349990,Phr2781-50Mg Azithromycin Related Compound F (Laboratory Chemicals)Phr2781-50Mg Azithromycin Related Compound F (Laboratory Che,USP,1,Nos,39962.06,466.85,Usd,39962.06,,11083.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",China
Bangalore,Inblr4,3302800,2025-07-16,29349990,Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals) Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals),USP,1,Nos,35209.81,411.33,Usd,35209.81,,9765.4,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",United States
Jnpt,Innsa1,2324132,2025-05-28,29419090,Azithromycin Ip Azithromycin Ip (Antibiotic),IP,2000,Kg,11849.55,138.43,Usd,17774324,,4929708.5,0389035301,Ruskin Chemipharm,No 28 Bhangwadi Shopping Arcade*Bhangwadi,"Bombay ,Maharashtra",Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,9612557,2025-04-21,29419090,Azithromycin Ip. Azithromycin Ip.,IP,2000,Kg,11933.93,138,Usd,14049626,,2842941.75,0303042826,Gorang International,48 Chandra Gupta Estate New Link Road Andheri (West),"Mumbai, Maharashtra.",Brilliant Pharmaceuticals Ltd,Office F 32/F Plaza 88 No.88 Yeun G Uk Road Tsuen Wan Nt Hong Kong China . . China China,29,Shanghai,China
Jnpt,Innsa1,9689331,2025-04-25,29419090,Azithromycin Ip Azithromycin Ip,IP,2000,Kg,11938.24,139.79,Usd,11938243,,3311071.75,0388069422,Central Drug House,201A Kirshna Nagari Opp Sony Mony S V Road Borivlil[West],Mumbai,Sinobright Pharmaceutical Indusrtries Ltd,S Limited Office F 32/F Plaza 88 No.88 Yeung Uk Road Tsuen Wan Nt Hong Kong China,29,Shanghai,China
Madras Sea,Inmaa1,7701040,2025-01-09,29419090,Azithromycin Bp/Usp (Azithromycin Usp) Azithromycin Usp,USP,2000,Kg,11950.8,138,Usd,896310,,0,0488001081,Medopharm,"25, 2Nd Puliyur Main Road,,Trustpuram, Kodambakkam,","Chennai, Tamilnadu",Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1,Nuanquan Economic Zone,Helan County, Yinchuan Ningxia China",29,Shanghai,China
Jnpt,Innsa1,9627066,2025-04-21,29415000,Azithromycin Ip (81 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (81 Drums) (Used For Pharmaceutical Product),IP,2000,Kg,11966.4,138.5,Usd,24231960,,6720734,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,9070578,2025-03-24,29419090,Azithromycin Ip Azithromycin Ip,IP,2000,Kg,11991,138.78,Usd,11991000,,3325704,395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road Economic & Techno Logical Development Zone Shijiazhua Ng Hebei , , China China",29,Shanghai,China
Jnpt,Innsa1,9578162,2025-04-18,29419090,Azithromycin - Azithromycin Dihydrate Usp (White Or Almost White Powder)Azithromycin - Azithromycin Dihydrate Usp (White Or Almost W,USP,2000,Kg,12009.6,139,Usd,6004800,,0,3008006477,Magbro Health Care Pvt Ltd,Om Shanti Complex 218 Industrial Area A,"Ludhiana, Punjab",Zhejiang Hengdian Apeloa Import And Export Co Ltd,13F T1 Hengdian Center No. 136 F Uchun Road Shangcheng District Ha Ngzhou China China,29,Shanghai,China
